|name|alt_name_1|alt_name_2|ra|dec|vmag|spect_type|alt_name_3|alt_name_4|alt_name_5|lii|bii|ref_coords|ref_chart|open_cluster|ob_association|ref_oc_ob|other_correlations|ref_other|ref_spect_type|vmag_flag|bv_color|bv_color_flag|ref_mag|v_inf|ref_v_inf|period|binary_status|ref_binary_status|bv_color_0|e_bv|reddening|vmag_0|abs_vmag_wr|delta_m|abs_vmag_sys|true_dm|distance|z_distance|gc_distance|note_flag|class|
|WR 124  |209 BAC       |QR Sge    |19 11 30.88|+16 51 38.2|11.58|WN8h            |Merrill's star |LS II+16 4 |HIP 94289     | 50.19802|  3.31000|Hip       |VI       |                |              |                      |M1-67 (r), S 80, IRAS shell                                |VI,CT83,Fo89,EV91,MC93,Sm95,Ma96,GM98,SN98                     |SS96          |         | 0.81   |             |Ma84   |710   |CP99     |1.75?, 2.73                           |SB1?, no d.e.l.    |MS86,CM89,BE89,MMEv98,t.w.                         |-0.27     | 1.08| 4.43    | 7.15 |-5.48      |       |            |  12.63|    3.36|       194| 6.4       |Y        |   WOLF RAYET STAR WN8|
|WR 125  |IC14-36       |V378 Vul  |19 28 15.57|+19 33 21.1|13.52|WC7ed+O9III     |               |           |GSC 1609-0416 | 54.44430|  1.05816|GSC       |VI       |                |              |                      |faint diff. emission, HI bubble                            |AM91,MC93                                                      |WH94          |         | 1.32   |             |Ma84   |2900  |WH92     |4.6, > 6600                           |SB2                |MS86,WH92,WH94,Wi97,Wi01                           |-0.34     | 1.66| 6.81    | 6.71 |-4.52      |-0.76  |-5.72       |  12.43|    3.06|        57| 6.7       |Y        |   WOLF RAYET STAR WC7|
|WR 126  |ST 2          |          |19 39 56.20|+26 34 42.0|13.29|WC5/WN          |               |           |GSC 2146-2748 | 61.89078|  2.11115|GSC       |VI       |                |Vul OB2:      |Ra89                  |                                                           |                                                               |CV90          |         | 0.70   |             |Ma84   |2500  |KH95     |                                      |                   |                                                   |-0.25     | 0.95| 3.90    | 9.39 |-3.83      |       |            |  13.22|    4.41|       162| 7.1       |         |   WOLF RAYET STAR WC5|
|WR 127  |              |QY Vul    |19 46 15.94|+28 16 19.1|10.33|WN3+O9.5V       |HD 186943      |LS II+28 7 |HIP 97281     | 64.05946|  1.73342|Hip       |VI       |                |Vul OB2:      |Tu80a,VI,LS84,Ra89    |Anon(WR 127) (r:), S 92                                    |VI,HB82,Fo89,MC93                                              |SS96          |         | 0.15   |             |Ma84   |      |         |9.5550                                |SB2                |Ma81,MS86,SM89,LM96, MMH98                         |-0.26     | 0.41| 1.65    | 8.68 |-3.99      | 0.45  |-4.54       |  13.22|    4.41|       133| 7.3       |Y        |   WOLF RAYET STAR WN3|
|WR 128  |              |QT Sge    |19 48 32.20|+18 12 03.7|10.54|WN4(h)+OB?      |HD 187282      |LS II+18 14|HIP 97456     | 55.61529| -3.78646|Hip       |VI       |                |              |                      |Anon(WR 128) (r), S 84(?), HI bubble                       |VI,HB82,CT83,Fo89,MC93,ER95,AC99,GC00                          |SS96,t.w.     |         |-0.01   |             |Ma84   |2050  |CS95c    |3.56, 3.871                           |SB2?               |La83,AC85,MS86,CM89                                |-0.20     | 0.19| 0.78    | 9.76 |-3.52      |-1.29  |-5.10       |  14.86|    9.37|      -619| 8.2       |Y        |   WOLF RAYET STAR WN4|
|WR 129  |Sey 1         |          |19 48 18.25|+30 26 52.1|13.27|WN4             |               |           |GSC 2669-4572 | 66.16479|  2.44406|GSC       |VI       |                |              |                      |                                                           |                                                               |SS96*         |         | 0.55   |             |Ma84   |1320  |HK95     |                                      |                   |                                                   |-0.20     | 0.75| 3.08    |10.20 |-3.52      | 1.15  |-3.84       |  14.04|    6.44|       274| 8.0       |Y        |   WOLF RAYET STAR WN4|
|WR 13   |Ve6-15        |          |08 49 52.88|-45 10 24.1|13.78|WC6             |               |LSS 1170   |GSC 8152-2075 |265.12868| -0.76757|GSC       |VI       |                |              |                      |maybe diff. neb., HI bubble                                |DG92,MC94                                                      |VI            |         | 0.82   |             |TM88   |1700  |KH95     |                                      |                   |                                                   |-0.32     | 1.14| 4.67    | 9.11 |-3.63      |       |            |  12.74|    3.53|       -47| 9.0       |         |   WOLF RAYET STAR WC6|
|WR 130  |LS 16         |          |19 59 12.68|+31 27 09.7|12.60|WN8(h)          |               |           |GSC 2670-1448 | 68.23012|  0.95530|GSC       |VI       |                |              |                      |Anon(WR 130) (r:), HI bubble, S 98                         |VI,HB82,Fo89,MC93                                              |SS96          |         | 1.18   |             |Ma84   |1000  |HK95     |                                      |                   |MMEv98                                             |-0.27     | 1.45| 5.95    | 6.66 |-5.48      |       |            |  12.14|    2.68|        46| 7.4       |         |   WOLF RAYET STAR WN8|
|WR 131  |IC14-52       |          |20 00 19.12|+33 15 51.1|12.36|WN7h+OB         |               |LS II+33 14|HIP 98466     | 69.89491|  1.70776|Hip       |VI       |                |              |                      |L 69.80+1.74 (r), HI bubble, in W 58 complex               |VI,Is80,Lo83,CT83,EVS92,MC93,Sm95                              |SS96          |         | 0.73   |             |Ma84   |1400  |CS95b    |                                      |a, d.e.l.          |CM89,t.w.                                          |-0.20     | 0.93| 3.81    | 8.55 |-5.41      |-1.05  |-6.81       |  15.36|   11.78|       352|11.8       |Y        |   WOLF RAYET STAR WN7|
|WR 132  |              |          |20 01 39.75|+32 34 18.1|13.49|WC6+?           |HD 190002      |LS II+32 12|GSC 2674 1901 | 69.45520|  1.10289|GSC       |VI       |                |              |                      |Anon(WR 132) (r:), HI bubble, IRAS shell, in W 58 complex  |VI,Lo83,Ar92,MC93,Ma96,Ar99                                    |VI            |         | 0.70   |             |Ma84   |2000  |KH95     |8.16                                  |SB1                |BF83                                               |-0.32     | 1.02| 4.18    | 9.31 |-3.63      |       |            |  12.94|    3.87|        74| 7.6       |Y        |   WOLF RAYET STAR WC6|
|WR 133  |              |V1676 Cyg |20 05 57.33|+35 47 18.2|6.70 |WN5+O9I         |HD 190918      |LS II+35 33|HIP 99002     | 72.65163|  2.06510|Hip       |VI       |NGC 6871        |              |VI,LS84,SM94,MJ95     |Anon(WR 133) (r:), S 109, IRAS shell                       |VI,ER95,MC93,Ma96                                              |SS96*         |         | 0.00   |             |Ma84   |1800  |EW94     |112.4 +- 0.2                          |SB2, VB            |SM89,Be94,UH94,Be95,Hip97,MMH98,NG99a              |-0.31     | 0.31| 1.28    | 5.42 |-4.03      |-2.05  |-6.23       |  11.65|    2.14|        77| 7.6       |Y        |   WOLF RAYET STAR WN5|
|WR 134  |              |V1769 Cyg |20 10 14.20|+36 10 35.1|8.23 |WN6             |HD 191765      |LS II+36 23|HIP 99377     | 73.44686|  1.54655|Hip       |VI       |                |Cyg OB3:      |LS84,GS92             |Anon(WR 134) (r), HI bubble, S 109, supershell             |VI,CT83,EV92,MC93,LP94,ER95,Sm95,PG96,LP97,Si97,GC00           |SS96*         |         | 0.20   |             |Ma84   |2050  |CS96     |1.2707, 1.81, 2.25, 37.2, 614         |SB1?, no d.e.l     |MS86,CM89,RM89,MM93,MB94,MMH98,MM99,NG99a,t.w.     |-0.21     | 0.41| 1.69    | 6.54 |-4.66      |       |            |   11.2|    1.74|        47| 7.7       |Y        |   WOLF RAYET STAR WN6|
|WR 135  |              |V1042 Cyg |20 11 53.53|+36 11 50.6|8.36 |WC8             |HD 192103      |LS II+36 27|HIP 99525     | 73.64723|  1.27842|Hip       |VI       |                |Cyg OB3:      |LS84,GS92             |in neb., HI bubble, S 109, supershell                      |VI,LP93,MC93,LP94,PG96                                         |VI            |         |-0.03   |             |Ma84   |1525  |EW94     |                                      |                   |MS86,NG99a,LD00                                    |-0.37     | 0.34| 1.40    | 6.96 |-4.24      |       |            |   11.2|    1.74|        39| 7.7       |         |   WOLF RAYET STAR WC8|
|WR 136  |              |V1770 Cyg |20 12 06.55|+38 21 17.8|7.65 |WN6(h)          |HD 192163      |LS II+38 11|HIP 99546     | 75.47565|  2.42619|Hip       |VI       |                |Cyg OB1:      |LS84,GS92             |NGC 6888 (r), S 105, IRAS shell, supershell                |VI,CT83,MC92,SS92,MC93,LP94,Sm95,CD96,Ma96,MH00,GC00           |SS96*         |         | 0.23   |             |Ma84   |1750  |CS96     |4.554, 0.31, 0.45                     |SB1?, no d.e.l.    |KF80,AC85,As82,VA85,MS86,CM89,RM89,SS96,NG99a,t.w. |-0.24     | 0.47| 1.92    | 5.73 |-4.77      |       |            |   10.5|    1.26|        53| 7.8       |         |   WOLF RAYET STAR WN6|
|WR 137  |              |V1679 Cyg |20 14 31.77|+36 39 39.6|8.15 |WC7pd+O9        |HD 192641      |LS II+36 38|HIP 99769     | 74.32669|  1.09165|Hip       |VI       |Do 3?           |Cyg OB1?      |VI,LS84,GS92,WK01     |in neb., HI bubble, S 109, supershell                      |VI,SS92,LP93,MC93,LP94,PG96,HB00                               |SS90,WK01     |         | 0.14   |             |Ma84   |1900  |EW94     |4765 +- 50                            |SB2                |MS86,An95,Wi97,NG99a,WH99,An00,WK01,Wi01           |-0.34     | 0.48| 1.97    | 6.18 |-4.52      |-0.73  |-5.70       |  11.88|    2.38|        44| 7.7       |Y        |   WOLF RAYET STAR WC7|
|WR 138  |              |          |20 17 00.03|+37 25 23.8|8.10 |WN5+B?          |HD 193077      |LS II+37 43|HIP 99982     | 75.23458|  1.10664|Hip       |VI       |                |Cyg OB1:      |VI,LS84,GS92          |S 109, supershell                                          |VI,SS92,LP93,LP94                                              |SS96*,t.w.    |         | 0.22   |             |Ma84   |1400  |HS92     |11.6, 1538                            |SB2, VB            |LM82,MS86,An91,Hip97,MMH98,NG99a                   |-0.30     | 0.52| 2.14    | 5.96 |-3.88      |-0.39  |-4.54       |   10.5|    1.26|        24| 7.8       |Y        |   WOLF RAYET STAR WN5|
|WR 139  |              |V444 Cyg  |20 19 32.42|+38 43 54.0|8.10 |WN5+O6III-V     |HD 193576      |LS II+38 42|HIP 100214    | 76.59799|  1.42870|Hip       |VI       |Be 86:          |Cyg OB1?      |VI,LS84,FE92,SM94,MJ95|Anon(WR 139) (r:), HI bubble, S 109, IRAS shell, supershell|VI,HB82,LR90,SS92,LP93,MC93,LP94,Ma96                          |SS96*         |         | 0.38   |             |Ma84   |1600  |EW94     |4.212435                              |SB2                |MS86,SM89,RM90,MMK94,Hip97,MMH98,NG99a             |-0.31     | 0.69| 2.83    | 5.27 |-5.24      |-0.24  |-6.12       |  11.39|     1.9|        47| 7.8       |Y        |   WOLF RAYET STAR WN5|
|WR 14   |Ve5-8         |          |08 54 59.17|-47 35 32.7|9.42 |WC7+?           |HD 76536       |LSS 1202   |HIP 43778     |267.55213| -1.63703|Hip       |VI       |                |Anon.Vel a:   |VI,LS84               |Anon(WR 14)(r:), HI bubble, IRAS shell, Gum 21             |VI,DG92,MY94,Ma96,Ma97                                         |SS90,Sh90     |         | 0.13   |             |TM88   |1900  |EW94     |2.42                                  |SB1, no d.e.l.     |CM89,Sh90,SS90,NG99a,t.w.                          |-0.33     | 0.46| 1.90    | 7.52 |-3.98      |       |            |   11.5|       2|       -57| 8.3       |         |   WOLF RAYET STAR WC7|
|WR 140  |              |V1687 Cyg |20 20 27.98|+43 51 16.3|7.07 |WC7pd+O4-5      |HD 193793      |LS III+43 7|HIP 100287    | 80.93027|  4.17710|Hip       |VI       |                |              |                      |Anon(WR 140) (r:), HI bubble, S 109, IRAS shell            |VI,HB82,Ar92,MC93,Ma96,Ar99                                    |WH90          |         | 0.27   |             |Ma84   |2870  |EW94     |6.25, 2900 +- 10                      |SB2, VB            |MS86,WHW87,ML87,SM89,WH90,An95,HM99,NG99a,Wi01     |-0.34     | 0.61| 2.50    | 4.57 |-4.52      |-0.64  |-5.64       |  10.21|     1.1|        80| 7.9       |Y        |   WOLF RAYET STAR WC7|
|WR 141  |              |          |20 21 31.73|+36 55 12.8|10.14|WN5+O5V-III     |HD 193928      |LS II+36 65|HIP 120155    | 75.32849|  0.07806|Hip       |VI       |                |Cyg OB1       |VI,LS84,GS92          |in neb., S 109, IRAS shell, supershell                     |VI,LR90,SS92,LP93,MC93,LP94                                    |SS96*         |         | 0.71   |             |Ma84   |1550  |EW94     |21.6895 +- 0.0003                     |SB2                |MS86,SM89,GM91,LM96,MMEe98,IV99                    |-0.29     | 1.00| 4.10    | 6.04 |-3.86      | 0.30  |-4.46       |   10.5|    1.26|         2| 7.8       |Y        |   WOLF RAYET STAR WN5|
|WR 142  |Sand 5        |          |20 21 44.36|+37 22 30.3|13.82|WO2             |               |           |GSC 2684-0001 | 75.72625|  0.30265|GSC       |VI,TF82  |Be 87:          |              |TF82,LS84,SM94        |neb. around, HI bubble, IRAS shell, supershell             |LR90,Lo91,SS92,LP93,MC93,LP94,St01                             |CDB98         |         | 1.39   |             |Ma84   |5000  |HS92     |                                      |                   |                                                   |-0.25     | 1.64| 6.74    | 7.08 |-2.80      |       |            |    9.9|    0.95|         5| 7.8       |         |   WOLF RAYET STAR WO2|
|WR 143  |              |          |20 28 22.68|+38 37 18.9|11.95|WC4+OB?         |HD 195177      |LS II+38 90|GSC 3152-1081 | 77.49918| -0.04611|GSC       |VI       |                |              |                      |diff. emission around, IRAS shell, supershell              |LR90,Lo91,SS92,LP93,MC93,LP94                                  |SS90,t.w.     |         | 1.21   |             |Ma84   |2750  |EW94     |                                      |d.e.l.             |CM89,t.w.                                          |-0.27     | 1.48| 6.07    | 5.88 |-3.34      |-0.32  |-4.26       |  10.14|    1.07|        -1| 7.8       |Y        |   WOLF RAYET STAR WC4|
|WR 144  |HM19-1        |          |20 32 03.10|+41 15 19.9|15.49|WC4             |               |           |              | 80.04311|  0.93392|VIp       |VI       |                |Cyg OB2-600?  |RL66,VI,LS84,MT91,PJ95|in neb.                                                    |MC93                                                           |HH88          |         | 2.01   |             |Ma84   |2400  |TC86o    |                                      |                   |                                                   |-0.27     | 2.28| 9.33    | 6.16 |-3.34      |       |            |    9.5|    0.79|        13| 7.9       |         |   WOLF RAYET STAR WC4|
|WR 145  |AS 422        |V1923 Cyg |20 32 06.28|+40 48 29.7|12.55|WN7/WCE+?       |               |           |GSC 3157-0233 | 79.68866|  0.66089|GSC       |VI       |                |Cyg OB2?      |VI,LS84,MT91,TT91     |in neb.                                                    |MC93                                                           |SS96*         |         | 1.63   |             |Ma84   |1390  |CS95d    |20.0 +- 0.4                           |SB1                |RC89,SM89                                          |          |     |         |      |           |       |            |       |        |          |           |         |   WOLF RAYET STAR WN7|
|WR 145a |Cyg X-3       |V1521 Cyg |20 32 26.60|+40 57 09.0|23.90|WNE+cc          |               |           |              | 79.84278|  0.69486|Sim       |WK89,FB96|                |              |                      |in neb.                                                    |MC93                                                           |KC92,HS00     |(>       |21.10   |(            |KG96   |2700  |Sc93     |0.1997                                |SB1                |KB89,KC92,Ke93,CM94,KG96,MM96,SG96,HS00            |-0.20     |     |         |      |           |       |            |   14.8|       9|       108|10.9       |Y        |    WOLF RAYET STAR WN|
|WR 146  |HM19-3        |          |20 35 47.09|+41 22 44.7|13.91|WC6+O8          |               |           |GSC 3161-1125 | 80.56050|  0.44508|DW00      |VI       |                |              |RL66,DW96,DW00        |in neb., DWB 140                                           |VI,MC93                                                        |DW00          |         | 2.38   |             |WD97   |2700  |WD97     |ELPB + 1235 +- 10                     |SB2, VB            |DW96,NS98,SB00                                     |-0.35     | 2.73|11.19    | 2.72 |-3.63      |-2.85  |-6.56       |   9.28|    0.72|         6| 7.9       |Y        |   WOLF RAYET STAR WC6|
|WR 147  |AS 431        |          |20 36 43.65|+40 21 07.3|14.89|WN8(h)+B0.5V    |IRAS 20349+4010|           |              | 79.84765| -0.31548|WD97p     |VI       |                |              |WD97                  |HI ring                                                    |SB01                                                           |WD97          |         | 2.15   |             |Ma84   |950   |MH00     |ELPB + 2880 +- 60                     |SB2, VB            |WD97,NS98,SB01                                     |-0.27     |     |11.60    | 3.29 |-5.48      | 1.27  |-5.77       |   9.06|    0.65|        -4| 7.9       |Y        |   WOLF RAYET STAR WN8|
|WR 148  |AS 438        |V1696 Cyg |20 41 21.55|+52 35 15.2|10.46|WN8h+B3IV/BH    |HD 197406      |LS III+52 2|HIP 102088    | 90.08116|  6.46939|Hip       |VI       |                |              |                      |HI bubble, IRAS shell                                      |DN90,Ma96                                                      |SS96          |         | 0.36   |             |Ma84   |1000  |HK95     |4.317364 + long term                  |SB1, d.e.l.        |MS80,DL86,MS86,CM89,Mo92,Hip97,MMEv98,PA00,t.w.    |-0.27     | 0.63| 2.58    | 7.88 |-5.48      |-0.81  |-6.71       |  14.59|    8.28|       933|11.5       |Y        |   WOLF RAYET STAR WN8|
|WR 149  |ST 4          |          |21 07 11.68|+48 25 36.2|14.70|WN5             |               |           |GSC 3592-6255 | 89.52649|  0.65313|GSC       |VI       |                |              |                      |poss. faint emission, HI bubble                            |MC93,CN96                                                      |SS96*         |         | 1.20   |             |Ma84   |1100  |HK95     |                                      |                   |                                                   |-0.20     | 1.40| 5.74    | 8.96 |-4.05      |       |            |  13.01|       4|        45| 8.9       |         |   WOLF RAYET STAR WN5|
|WR 15   |Ve5-10        |          |09 13 11.77|-50 06 25.6|11.72|WC6             |HD 79573       |LSS 1259   |HIP 45237     |271.42360| -1.08167|Hip       |VI       |                |Anon.Vel b?   |LS84                  |v. diff. neb., HI bubble?, IRAS shell                      |DG92,MY94,Ma96                                                 |VI            |         | 0.72   |             |TM88   |2700  |KH95     |                                      |                   |                                                   |-0.36     | 1.08| 4.41    | 7.31 |-3.63      |       |            |  10.94|    1.54|       -29| 8.1       |         |   WOLF RAYET STAR WC6|
|WR 150  |ST 5          |          |21 50 05.57|+50 42 24.8|13.47|WC5             |               |           |GSC 3616-1163 | 96.13398| -2.48164|GSC       |VI       |                |              |                      |                                                           |                                                               |HH88          |         | 0.53   |             |Ma84   |2600  |KH95     |                                      |                   |                                                   |-0.27     | 0.80| 3.28    |10.19 |-3.34      |       |            |  13.53|    5.08|      -220| 9.9       |         |   WOLF RAYET STAR WC5|
|WR 151  |              |CX Cep    |22 09 33.47|+57 44 30.7|12.37|WN4+O5V         |               |LS III+57 2|GSC 3977-0446 |102.65717|  1.38876|GSC       |VI       |                |              |                      |HI bubble                                                  |AC99                                                           |SS96*         |         | 0.65   |             |Ma84   |      |         |2.12687                               |SB2                |MC81,SM89,SH89,LM93                                |-0.27     | 0.92| 3.77    | 8.60 |-3.52      |-1.40  |-5.18       |  13.78|     5.7|       138|10.8       |Y        |   WOLF RAYET STAR WN4|
|WR 152  |              |          |22 16 24.05|+55 37 37.2|11.67|WN3(h)          |HD 211564      |LS III+55 3|GSC 3986-2068 |102.23061| -0.88561|GSC       |VI       |                |Cep OB1:      |LS84                  |S 132 (r), neb. around, IRAS shell                         |VI,HB82,MC93,Ma96                                              |SS96          |         | 0.17   |             |Ma84   |2000  |CS95c    |                                      |                   |                                                   |-0.23     | 0.40| 1.62    |10.05 |-2.15      |       |            |   12.2|    2.75|       -43| 9.0       |         |   WOLF RAYET STAR WN3|
|WR 153ab|              |GP Cep    |22 18 45.61|+56 07 33.9|9.08 |WN6/WCE+O6I     |HD 211853      |LS III+55 3|HIP 110154    |102.78252| -0.65319|Hip       |VI       |                |Cep OB1:      |LS84                  |S 132 (r)                                                  |VI,HB82,MC93,ER95                                              |SS96*         |         | 0.27   |             |Ma84   |1785  |PB90     |6.6884 + 3.4696                       |SB2+SB2            |Ma81,MS86,SM89,PS90,An94,LM96,NG99a,PA00           |-0.29     | 0.56| 2.28    | 6.80 |-3.96      |-1.10  |-5.40       |   12.2|    2.75|       -31| 9.0       |Y        |   WOLF RAYET STAR WN6|
|WR 154  |              |          |22 27 17.82|+56 15 11.8|11.54|WC6             |HD 213049      |LS III+55 7|HIP 110836    |103.85277| -1.18353|Hip       |VI       |                |Cep OB1:      |LS84                  |                                                           |                                                               |VI            |         | 0.36   |             |Ma84   |2050  |KH95     |                                      |                   |                                                   |-0.29     | 0.65| 2.65    | 8.89 |-3.31      |       |            |   12.2|    2.75|       -57| 9.1       |         |   WOLF RAYET STAR WC6|
|WR 155  |              |CQ Cep    |22 36 53.96|+56 54 21.0|8.75 |WN6+O9II-Ib     |HD 214419      |LS III+56 8|HIP 111633    |105.32331| -1.29399|Hip       |VI       |                |Cep OB1:      |VI,LS84               |                                                           |                                                               |SS96*         |         | 0.28   |             |Ma84   |1400  |EW94     |1.6412436                             |SB2                |SB84,MS86,SM89,MM95,HH97,Hip97,MMH98,NG99a         |-0.26     | 0.54| 2.22    | 6.53 |-2.80      |-2.79  |-5.67       |   12.2|    2.75|       -62| 9.1       |Y        |   WOLF RAYET STAR WN6|
|WR 156  |AC+60 38562-0 |          |23 00 10.13|+60 55 38.4|11.09|WN8h+OB?        |               |LS III+60 3|HIP 113569    |109.82407|  0.91936|Hip       |VI       |                |              |                      |                                                           |                                                               |SS96,t.w.     |         | 0.83   |             |Ma84   |660   |CS95b    |6.5, 10.05, 15                        |d.e.l.             |MS86,CM89,MMH98,MMEv98,t.w.                        |-0.27     | 1.10| 4.51    | 6.58 |-5.48      | 0.11  |-6.18       |  12.76|    3.56|        57| 9.8       |Y        |   WOLF RAYET STAR WN8|
|WR 157  |              |          |23 15 12.41|+60 27 01.9|9.91 |WN5 (+B1II)     |HD 219460      |LS III+60 5|HIP 114791    |111.33366| -0.23600|Hip       |VI       |Ma 50           |              |VI,TM83,LS84,SM94     |S 157 (r), IRAS shell                                      |VI,HB82,MC93,Ma96                                              |SS96*         |         | 0.46   |             |Ma84   |1500  |HK95     |1.786, 2.032                          |VB                 |HH88,Hip97,MMH98,NG99a                             |-0.25     | 0.71| 2.93    | 6.98 |-4.07      |-1.31  |-5.67       |  12.65|    3.39|       -14| 9.8       |Y        |   WOLF RAYET STAR WN5|
|WR 158  |AS 513        |          |23 43 30.60|+61 55 48.1|11.46|WN7h+Be?        |               |LS I+61 27 |HIP 117034    |115.03252|  0.10456|Hip       |VI       |                |              |                      |S 165, IRAS shell                                          |VI,Ma96                                                        |SS96,t.w.     |         | 0.75   |             |Ma84   |900   |HK95     |                                      |d.e.l.             |CM89,AV92,t.w.                                     |-0.20     | 0.95| 3.90    | 7.57 |-5.41      |-1.21  |-6.93       |   14.5|    7.94|        14|13.5       |Y        |   WOLF RAYET STAR WN7|
|WR 16   |              |V396 Car  |09 54 52.91|-57 43 38.3|8.44 |WN8h            |HD 86161       |LSS 1374   |HIP 48617     |281.07981| -2.55092|Hip       |VI       |                |              |                      |Anon(WR 16) (3r), 282.2-2.0                                |VI,MY94,Ma97,MW99                                              |SS96          |         | 0.30   |             |TM88   |630   |CS95b    |75.2, 20.88, 17.54, 11.74, 10.73, 9.28|                   |MN82,BE89,GH89,GVM90,AB95,MMH98,NG99a              |-0.20     | 0.50| 2.05    | 6.39 |-5.48      |       |            |  11.87|    2.37|      -105| 7.9       |         |   WOLF RAYET STAR WN8|
|WR 17   |              |          |10 10 31.92|-60 38 42.4|11.03|WC5             |HD 88500       |LSS 1440   |HIP 49838     |284.43553| -3.68843|Hip       |VI       |                |              |LS84                  |HI bubble, IRAS shell                                      |CN86,MY94,MY95,Ma96,MY96                                       |VI            |         | 0.14   |             |TM88   |1800  |KH95     |                                      |                   |                                                   |-0.27     | 0.41| 1.68    | 9.35 |-3.34      |       |            |  12.69|    3.45|      -222| 7.9       |         |   WOLF RAYET STAR WC5|
|WR 18   |              |V500 Car  |10 17 02.28|-57 54 46.9|11.11|WN4             |HD 89358       |LSS 1481   |HIP 50368     |283.57478| -0.96558|Hip       |VI       |                |Car OB1?      |LS84                  |NGC 3199 (r), RCW 48, Gum 28                               |VI,CT83,EVS92,Sm95,MY94,Ma97                                   |SS96*         |         | 0.55   |             |TM88   |2100  |HK95     |long term                             |                   |MMH98                                              |-0.16     | 0.71| 2.92    | 8.19 |-3.52      |       |            |  11.71|     2.2|       -37| 7.8       |         |   WOLF RAYET STAR WN4|
|WR 19   |LS 3          |          |10 18 05.02|-58 16 25.9|13.75|WC4pd+O9.6      |               |           |              |283.88970| -1.18953|L2        |VI       |                |              |                      |v. diff. neb.                                              |MY94                                                           |WH96          |         | 1.06   |             |TM88   |      |         |3690                                  |CWB                |VH98                                               |-0.27     | 1.33| 5.45    | 8.30 |-3.34      |-0.37  |-4.29       |  12.59|     3.3|       -69| 7.9       |Y        |   WOLF RAYET STAR WC4|
|WR 19a  |SMSP 1        |          |10 18 53.40|-58 07 53.0|17.45|WN7:(h)         |               |           |              |283.89985| -1.01211|SM91      |SM91     |                |              |                      |G 284.0-0.9                                                |CH87,Ma97,SM99                                                 |SM99          |         | 1.71   |             |SM91   |      |         |                                      |                   |                                                   |-0.18     | 1.89| 7.75    | 9.70 |-5.41      |       |            |  15.11|   10.52|      -185|11.6       |         |   WOLF RAYET STAR WN7|
|WR 2    |              |          |01 05 23.03|+60 25 18.9|11.33|WN2             |HD 6327        |LS I+60 137|HIP 5100      |124.65359| -2.40320|Hip       |VI       |                |Cas OB1:      |VI,LS84               |HI bubble, IRAS shell                                      |Ma96,AC99                                                      |SS96*         |         | 0.13   |             |Ma84   |3200  |HS92     |18.59, 2.171, long term               |VB                 |Hip97,MMH98                                        |-0.30     | 0.43| 1.75    | 9.58 |-2.42      |       |            |     12|    2.51|      -106| 9.7       |Y        |   WOLF RAYET STAR WN2|
|WR 20   |BS 1          |          |10 19 18.50|-59 09 37.0|14.45|WN5             |Th35-24        |           |              |284.51053| -1.84210|VIp       |VI       |                |              |                      |Anon(WR 20) (r)                                            |Ma97                                                           |SS96*         |         | 0.88   |             |TM88   |1400  |HK95     |                                      |                   |                                                   |-0.20     | 1.08| 4.43    |10.02 |-4.05      |       |            |  14.07|    6.52|      -209| 9.0       |         |   WOLF RAYET STAR WN5|
|WR 20a  |SMSP 2        |          |10 23 58.00|-57 45 49.0|14.14|WN7:h/WC        |Th35-36        |           |              |284.26668| -0.33806|SM91      |SM91,BM94|Westerlund 2    |              |MS91,BM94,PB98        |G 284.3-0.3, RCW 49                                        |CH87,BM94,Ma97,PB98,SM99                                       |SM99          |         | 1.38   |             |SM91   |      |         |                                      |                   |                                                   |-0.27     | 1.68| 6.76    | 7.38 |-6.42      |       |            |   13.8|    5.75|       -34| 8.6       |         |   WOLF RAYET STAR WN7|
|WR 20b  |SMSP 3        |          |10 24 18.40|-57 48 30.0|15.40|WN6:h           |Th35-37        |SPH 56     |              |284.32887| -0.35172|SM91      |SM91     |                |              |                      |G 284.3-0.3, RCW 49                                        |CH87,Ma97,SM99                                                 |SM99          |         | 1.69   |             |SM91   |      |         |                                      |                   |                                                   |-0.19     | 1.88| 7.71    | 7.69 |-4.09      |       |            |  11.78|    2.27|       -14| 7.8       |         |   WOLF RAYET STAR WN6|
|WR 21   |              |V398 Car  |10 26 31.42|-58 38 26.2|9.76 |WN5+O4-6        |HD 90657       |LSS 1568   |HIP 51109     |285.01718| -0.90321|Hip       |VI       |                |              |LS84                  |IRAS shell                                                 |MY94,Ma96                                                      |SS96*         |         | 0.27   |             |TM88   |      |         |8.2546 +-0.0001                       |SB2                |NM82,SM89,LM96,MMH98,GN99,NG99a                    |-0.29     | 0.56| 2.30    | 7.46 |-4.05      |-1.09  |-5.48       |  12.94|    3.88|       -61| 7.9       |Y        |   WOLF RAYET STAR WN5|
|WR 21a  |1E 1024.0-5732|          |10 25 56.49|-57 48 44.4|12.80|WN6+O/a         |Th35-42        |           |GSC 8608-0157 |284.51557| -0.23963|MB94      |Th35-42  |                |              |                      |                                                           |                                                               |MB94          |(        |        |             |Th66   |      |         |                                      |d.e.l.             |MB94,Re99                                          |-0.25     |     |         |      |-4.09      |       |            |       |        |          |           |         |   WOLF RAYET STAR WN6|
